i,book_id,title,authors,original_publication_year,average_rating,tags_text,small_image_url,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,isbn13,image_url,google_cover_url,google_cover_url_large
7541,7542,The Woman Who Stole My Life,Marian Keyes,2014.0,3.52,to-read currently-reading chick-lit fiction romance,https://images.gr-assets.com/books/1428674566s/22009741.jpg,8693,395,1525,4701,4746,2308,9780718155350,https://images.gr-assets.com/books/1428674566m/22009741.jpg,,
7542,7543,Pyongyang: A Journey in North Korea,Guy Delisle,2003.0,3.93,to-read graphic-novels graphic-novel non-fiction comics,https://images.gr-assets.com/books/1327884533s/80834.jpg,12903,216,724,3271,6047,4321,9781897299210,https://images.gr-assets.com/books/1327884533m/80834.jpg,,
7543,7544,Night Over Water,Ken Follett,1991.0,3.78,to-read currently-reading fiction historical-fiction thriller,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12329,148,799,4455,6174,3193,9780451211480,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7544,7545,I Am Having So Much Fun Here Without You,Courtney Maum,2014.0,3.37,to-read contemporary romance fiction kindle,https://images.gr-assets.com/books/1403390765s/18775284.jpg,9374,539,1533,3835,3270,1702,9781476764580,https://images.gr-assets.com/books/1403390765m/18775284.jpg,,
7545,7546,"All I Want is Everything (Gossip Girl, #3)",Cecily von Ziegesar,2003.0,3.56,to-read ya chick-lit books-i-own young-adult,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15467,433,1879,5728,4270,3766,9780316912130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7546,7547,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,1980.0,4.14,to-read business currently-reading strategy management,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10850,182,400,1890,3856,4759,9780684841490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7547,7548,Systematic Theology: An Introduction to Biblical Doctrine,Wayne A. Grudem,1994.0,4.23,to-read currently-reading theology christian-life reference,https://images.gr-assets.com/books/1328224325s/255458.jpg,11053,238,435,1504,3557,5757,9780310286710,https://images.gr-assets.com/books/1328224325m/255458.jpg,,
7548,7549,"P is for Peril (Kinsey Millhone, #16)",Sue Grafton,2000.0,3.85,mystery sue-grafton currently-reading fiction to-read,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16799,106,655,5617,7662,4472,9780449003790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7549,7550,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,2016.0,4.14,to-read graphic-novels humor graphic-novel comics,https://images.gr-assets.com/books/1481219756s/25855506.jpg,39601,1669,1734,5824,11787,20209,9781449474200,https://images.gr-assets.com/books/1481219756m/25855506.jpg,,
7550,7551,"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,2003.0,3.78,to-read fantasy currently-reading fiction epic-fantasy,https://images.gr-assets.com/books/1421630062s/301538.jpg,13146,738,1221,3012,5170,4414,9781585676770,https://images.gr-assets.com/books/1421630062m/301538.jpg,,
7551,7552,"The Dirty Life: On Farming, Food, and Love",Kristin Kimball,2010.0,4.04,to-read non-fiction memoir currently-reading food,https://images.gr-assets.com/books/1277929135s/7841677.jpg,11559,124,453,2389,5515,4186,9781416551610,https://images.gr-assets.com/books/1277929135m/7841677.jpg,,
7552,7553,"Dust & Decay (Rot & Ruin, #2)",Jonathan Maberry,2011.0,4.29,to-read zombies young-adult currently-reading horror,https://images.gr-assets.com/books/1293823083s/9917998.jpg,13646,159,345,1846,4991,7218,9781442402360,https://images.gr-assets.com/books/1293823083m/9917998.jpg,,
7553,7554,"Alienated (Alienated, #1)",Melissa Landers,2014.0,3.95,to-read young-adult sci-fi favorites aliens,https://images.gr-assets.com/books/1384610045s/13574417.jpg,18171,480,1216,4086,7303,6898,9781423170280,https://images.gr-assets.com/books/1384610045m/13574417.jpg,,
7554,7555,Bone Gap,Laura Ruby,2015.0,3.86,to-read young-adult ya fantasy magical-realism,https://images.gr-assets.com/books/1402928507s/18806240.jpg,15150,315,1133,3937,6550,4821,,https://images.gr-assets.com/books/1402928507m/18806240.jpg,,
7555,7556,"Big Cherry Holler (Big Stone Gap, #2)",Adriana Trigiani,2001.0,3.92,to-read fiction currently-reading chick-lit romance,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13356,110,609,3763,6071,4201,9780743430340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7556,7557,"Yes, Chef",Marcus Samuelsson,2012.0,3.8,to-read currently-reading non-fiction memoir food,https://images.gr-assets.com/books/1329368167s/13069213.jpg,12230,258,758,3497,5719,3172,9780385342600,https://images.gr-assets.com/books/1329368167m/13069213.jpg,,
7557,7558,Teen Idol,Meg Cabot,2004.0,3.53,to-read young-adult ya romance meg-cabot,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20271,529,2631,7845,6621,4308,9780060096180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7558,7559,The Thing Around Your Neck,Chimamanda Ngozi Adichie,2009.0,4.18,to-read currently-reading short-stories fiction africa,https://images.gr-assets.com/books/1320413162s/5587960.jpg,11861,49,295,2226,6191,5531,9780307271080,https://images.gr-assets.com/books/1320413162m/5587960.jpg,,
7559,7560,Caraval,Stephanie Garber,2017.0,3.97,to-read currently-reading fantasy young-adult favorites,https://images.gr-assets.com/books/1465563623s/27883214.jpg,30975,831,2531,7001,12105,13353,9781250095250,https://images.gr-assets.com/books/1465563623m/27883214.jpg,,
7560,7561,Bright Shiny Morning,James Frey,2008.0,3.8,to-read currently-reading fiction to-buy general-fiction,https://images.gr-assets.com/books/1415586680s/2179832.jpg,10762,332,966,2832,4244,3403,9780061573130,https://images.gr-assets.com/books/1415586680m/2179832.jpg,,
7561,7562,The Story of an Hour,Kate Chopin,1894.0,4.08,to-read school classic currently-reading american-literature,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13308,198,611,2944,4950,5984,9780789154800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7562,7563,Rabbit Is Rich (Rabbit Angstrom #3),John Updike,1981.0,3.9,to-read fiction pulitzer currently-reading pulitzer-prize,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12455,379,777,2914,4970,4260,9780140249440,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7563,7564,"Lots of Candles, Plenty of Cake",Anna Quindlen,2012.0,3.71,to-read currently-reading non-fiction memoir nonfiction,https://images.gr-assets.com/books/1330649974s/12752313.jpg,12792,311,1196,4029,5330,3255,9781400069350,https://images.gr-assets.com/books/1330649974m/12752313.jpg,,
7564,7565,Scars,Cheryl Rainfield,2010.0,4.17,to-read currently-reading young-adult favorites ya,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12452,318,683,2056,3285,6634,9781934813320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7565,7566,The Fixer Upper,Mary Kay Andrews,2009.0,3.88,to-read chick-lit currently-reading fiction romance,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14560,161,704,4204,6545,4199,9780060837390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7566,7567,"Negeri 5 Menara (Negeri 5 Menara, #1)",Ahmad Fuadi,2009.0,4.04,to-read currently-reading novel fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10018,117,403,2033,3938,3636,9789792248620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7567,7568,"Empire of Ivory (Temeraire, #4)",Naomi Novik,2007.0,3.93,to-read fantasy dragons historical-fiction currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15449,69,636,4407,7763,4637,9780345496870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7568,7569,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",Rick Atkinson,2002.0,4.25,to-read history currently-reading non-fiction wwii,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11111,129,310,1730,4590,5819,9780805062880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7569,7570,Daddy's Little Girl,Mary Higgins Clark,2002.0,3.85,to-read mary-higgins-clark mystery favorites default,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14602,159,810,4703,5808,4424,9780743460520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7570,7571,Ricochet,Sandra Brown,2006.0,3.96,to-read sandra-brown currently-reading mystery romance,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13327,129,595,3619,5830,4663,9781416532350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7571,7572,Can't Wait to Get to Heaven,Fannie Flagg,2006.0,3.89,to-read fiction currently-reading humor book-club,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12262,178,784,3597,5491,4140,9781400061270,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7572,7573,Among Others,Jo Walton,2011.0,3.68,to-read fantasy fiction currently-reading young-adult,https://images.gr-assets.com/books/1317792367s/8706185.jpg,14761,622,1718,4662,6460,4314,9780765321530,https://images.gr-assets.com/books/1317792367m/8706185.jpg,,
7573,7574,"Seduction in Death (In Death, #13)",J.D. Robb,2001.0,4.3,to-read mystery romance j-d-robb jd-robb,https://images.gr-assets.com/books/1305123885s/238127.jpg,17565,41,243,2812,7645,9633,9780749934390,https://images.gr-assets.com/books/1305123885m/238127.jpg,,
7574,7575,Double Indemnity,James M. Cain,1936.0,4.12,to-read fiction mystery noir crime,https://images.gr-assets.com/books/1404786837s/56616.jpg,13559,111,443,2593,6014,5609,9780679723230,https://images.gr-assets.com/books/1404786837m/56616.jpg,,
7575,7576,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",Sherrilyn Kenyon,2007.0,4.0,to-read paranormal-romance paranormal sherrilyn-kenyon dark-hunter,https://images.gr-assets.com/books/1437691219s/490403.jpg,21567,315,1422,5219,6938,8967,9780312947060,https://images.gr-assets.com/books/1437691219m/490403.jpg,,
7576,7577,Presentation Zen: Simple Ideas on Presentation Design and Delivery,Garr Reynolds,2007.0,4.08,to-read business currently-reading design non-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10896,200,519,2138,3898,4704,9780321525660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7577,7578,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",R.A. Salvatore,2001.0,4.07,to-read fantasy forgotten-realms currently-reading owned,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11816,82,551,2774,4684,4994,9780786927720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7578,7579,"Goodbye, Columbus and Five Short Stories",Philip Roth,1959.0,3.87,to-read short-stories favorites national-book-award classics,https://images.gr-assets.com/books/1408068287s/29744.jpg,10089,137,641,3338,5467,3299,9780679601590,https://images.gr-assets.com/books/1408068287m/29744.jpg,,
7579,7580,"Bone: Quest for the Spark, Vol. 1","Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009.0,4.33,to-read currently-reading graphic-novels fantasy comics,https://images.gr-assets.com/books/1328839457s/9366879.jpg,11416,184,415,1582,2498,6765,9780545141020,https://images.gr-assets.com/books/1328839457m/9366879.jpg,,
7580,7581,The Personal MBA: Master the Art of Business,Josh Kaufman,2010.0,4.04,to-read business currently-reading non-fiction entrepreneurship,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12165,275,687,2658,4613,5343,9781591843530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7581,7582,The Last Original Wife,Dorothea Benton Frank,2013.0,3.67,to-read currently-reading fiction chick-lit audio,https://images.gr-assets.com/books/1365988672s/16248139.jpg,10974,312,1157,4078,5067,2864,9780062132470,https://images.gr-assets.com/books/1365988672m/16248139.jpg,,
7582,7583,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",Sherrilyn Kenyon,2010.0,4.28,to-read fantasy sherrilyn-kenyon paranormal paranormal-romance,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19453,76,530,3139,7209,10403,9780312546560,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7583,7584,The Library at Mount Char,Scott  Hawkins,2015.0,4.07,to-read fantasy currently-reading horror fiction,https://images.gr-assets.com/books/1416181258s/23363928.jpg,7814,360,653,2539,6250,6106,9780553418610,https://images.gr-assets.com/books/1416181258m/23363928.jpg,,
7584,7585,"Fire Star (The Last Dragon Chronicles, #3)",Chris d'Lacey,2005.0,3.91,to-read fantasy currently-reading dragons favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13595,388,1018,3320,4206,5296,9780439845820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7585,7586,Texas,James A. Michener,1985.0,4.06,to-read historical-fiction currently-reading fiction history,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13581,138,497,3002,5244,5274,9780375761420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7586,7587,Your Best Life Now: 7 Steps to Living at Your Full Potential,Joel Osteen,2004.0,4.0,to-read currently-reading self-help christian non-fiction,https://images.gr-assets.com/books/1344265872s/95707.jpg,10338,570,580,1895,3086,4763,9780446532750,https://images.gr-assets.com/books/1344265872m/95707.jpg,,
7587,7588,Turtle in Paradise,Jennifer L. Holm,2010.0,3.93,to-read historical-fiction currently-reading newbery middle-grade,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14714,298,803,3534,5590,4954,9780375836890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7588,7589,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,1990.0,4.28,sci-fi to-read space-opera fiction scifi,https://images.gr-assets.com/books/1322571824s/68483.jpg,15252,52,227,2200,6713,7405,9780671720150,https://images.gr-assets.com/books/1322571824m/68483.jpg,,
7589,7590,Choosing to SEE,"Mary Beth Chapman, Steven Curtis Chapman",2010.0,4.3,to-read christian currently-reading non-fiction biography,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11110,144,323,1602,3827,6329,9781441213570,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7590,7591,Broken Monsters,Lauren Beukes,2014.0,3.59,to-read horror currently-reading fiction mystery,https://images.gr-assets.com/books/1394562848s/20706269.jpg,7086,444,1323,4128,5355,2445,9780316216820,https://images.gr-assets.com/books/1394562848m/20706269.jpg,,
7591,7592,The Unabridged Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil",1982.0,4.29,to-read currently-reading nonfiction non-fiction memoir,https://images.gr-assets.com/books/1473939372s/11623.jpg,12419,97,333,1972,4763,7054,9780385720250,https://images.gr-assets.com/books/1473939372m/11623.jpg,,
7592,7593,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,2009.0,4.53,to-read philosophy nonfiction non-fiction currently-reading,https://images.gr-assets.com/books/1344270056s/5986375.jpg,13312,73,237,1170,3675,9703,9780316068220,https://images.gr-assets.com/books/1344270056m/5986375.jpg,,
7593,7594,QED: The Strange Theory of Light and Matter,Richard Feynman,1985.0,4.23,to-read science currently-reading physics non-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10438,150,321,1721,3835,5453,9780691024170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
7594,7595,"Defiance (Strange Angels, #4)","Lili St. Crow, Lilith Saintcrow",2011.0,4.19,to-read vampires young-adult favorites paranormal,https://images.gr-assets.com/books/1282840844s/8835897.jpg,18321,258,720,3156,5731,8916,9781595143920,https://images.gr-assets.com/books/1282840844m/8835897.jpg,,
7595,7596,"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,2005.0,4.08,to-read urban-fantasy paranormal fantasy kelley-armstrong,https://images.gr-assets.com/books/1432874286s/11919.jpg,19974,124,696,4591,8259,8081,9780553587080,https://images.gr-assets.com/books/1432874286m/11919.jpg,,
7596,7597,The Sweet Potato Queens' Book of Love,Jill Conner Browne,1999.0,3.7,to-read fiction nonfiction humor currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12903,526,1259,3811,4263,3755,9780609804130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
